153,92,249,1,-1
2,226,70,1,-1
193,155,149,1,-1
63,113,77,1,-1
127,204,219,1,-1
147,179,116,1,-1
247,204,155,1,-1
61,203,241,1,-1
44,146,180,1,-1
246,15,92,1,1
229,50,192,1,-1
194,130,122,1,-1
226,141,208,1,-1
91,212,189,1,-1
211,57,143,1,1
175,74,136,1,-1
169,58,122,1,-1
161,28,242,1,-1
31,112,93,1,-1
101,237,86,1,-1
8,252,140,1,-1
22,172,155,1,-1
161,76,69,1,1
24,164,106,1,-1
50,188,240,1,-1
130,16,254,1,-1
201,189,136,1,-1
0,243,89,1,-1
60,198,209,1,-1
55,167,175,1,-1
14,153,199,1,-1
65,29,225,1,-1
13,156,141,1,-1
53,71,166,1,-1
169,78,113,1,-1
146,152,91,1,-1
147,22,61,1,1
219,108,215,1,-1
216,45,89,1,1
208,168,242,1,-1
128,105,19,1,1
242,133,195,1,-1
225,78,245,1,-1
96,69,64,1,-1
140,69,108,1,-1
20,178,201,1,-1
250,143,107,1,-1
214,30,30,1,1
124,24,117,1,-1
130,110,244,1,-1
22,33,21,1,-1
145,190,248,1,-1
144,68,212,1,-1
126,186,251,1,-1
27,234,89,1,-1
17,97,225,1,-1
10,1,85,1,-1
81,72,243,1,-1
79,7,106,1,-1
234,176,76,1,-1
41,110,14,1,-1
166,79,48,1,1
111,88,97,1,-1
39,8,234,1,-1
89,36,130,1,-1
11,14,213,1,-1
9,142,119,1,-1
91,14,61,1,1
84,69,141,1,-1
124,158,238,1,-1
177,88,121,1,-1
247,26,228,1,-1
245,223,112,1,-1
183,203,30,1,-1
223,169,80,1,-1
238,153,204,1,-1
151,244,187,1,-1
120,71,14,1,1
210,31,169,1,1
29,28,21,1,-1
117,126,165,1,-1
48,42,25,1,-1
78,69,187,1,-1
118,224,40,1,-1
163,11,201,1,-1
202,116,136,1,-1
9,204,73,1,-1
66,94,218,1,-1
245,201,234,1,-1
97,41,85,1,-1
206,64,23,1,1
35,247,116,1,-1
51,36,37,1,-1
81,205,155,1,-1
76,57,8,1,1
240,116,187,1,-1
8,124,115,1,-1
211,25,63,1,1
26,239,167,1,-1
11,213,200,1,-1
2,201,101,1,-1
226,4,229,1,-1
159,70,114,1,-1
120,99,160,1,-1
48,177,163,1,-1
248,142,199,1,-1
230,226,12,1,-1
188,237,145,1,-1
117,213,4,1,-1
213,153,24,1,1
147,232,9,1,-1
54,74,89,1,-1
84,180,99,1,-1
181,179,242,1,-1
93,30,3,1,1
245,130,145,1,-1
100,240,89,1,-1
72,87,242,1,-1
224,64,69,1,1
173,29,3,1,1
238,185,59,1,-1
158,49,90,1,1
28,201,203,1,-1
222,151,8,1,1
45,36,38,1,-1
87,64,198,1,-1
123,229,1,1,-1
22,190,182,1,-1
206,47,132,1,1
57,56,44,1,-1
28,81,212,1,-1
239,97,76,1,1
87,21,191,1,-1
18,117,173,1,-1
42,114,174,1,-1
180,250,191,1,-1
127,193,40,1,-1
125,171,242,1,-1
11,178,109,1,-1
253,13,33,1,1
45,9,196,1,-1
240,51,58,1,1
91,114,59,1,-1
79,49,244,1,-1
147,171,146,1,-1
79,197,75,1,-1
118,33,8,1,1
132,59,60,1,1
150,133,89,1,-1
175,215,121,1,-1
167,47,178,1,-1
48,22,8,1,1
158,206,30,1,-1
22,27,14,1,-1
31,25,30,1,-1
183,191,79,1,-1
231,243,165,1,-1
32,102,69,1,-1
81,11,229,1,-1
40,11,27,1,1
33,234,217,1,-1
21,50,151,1,-1
69,243,137,1,-1
185,5,112,1,1
130,154,189,1,-1
64,136,149,1,-1
183,32,6,1,1
51,106,58,1,-1
207,177,38,1,-1
252,227,205,1,-1
107,97,136,1,-1
35,37,208,1,-1
113,12,87,1,1
25,65,139,1,-1
88,135,40,1,-1
175,217,132,1,-1
144,194,70,1,-1
224,253,138,1,-1
129,53,79,1,-1
43,196,85,1,-1
241,88,41,1,1
86,143,174,1,-1
44,250,227,1,-1
53,71,167,1,-1
59,80,113,1,-1
62,41,39,1,-1
175,91,151,1,-1
56,158,197,1,-1
26,21,100,1,-1
167,5,48,1,1
124,120,239,1,-1
21,79,173,1,-1
235,247,211,1,-1
127,9,35,1,1
224,120,133,1,-1
89,178,133,1,-1
112,140,130,1,-1
189,84,153,1,-1
242,39,230,1,-1
249,68,127,1,1
208,66,196,1,-1
182,100,120,1,-1
49,176,66,1,-1
247,224,35,1,-1
206,180,22,1,1
99,213,154,1,-1
0,9,181,1,-1
156,133,110,1,-1
216,115,170,1,-1
139,16,79,1,1
55,224,246,1,-1
120,120,53,1,-1
152,98,163,1,-1
117,249,63,1,-1
199,151,44,1,1
159,118,157,1,-1
108,33,172,1,-1
101,5,57,1,1
138,138,132,1,-1
172,129,113,1,-1
188,64,123,1,1
247,149,51,1,1
165,36,128,1,1
124,47,1,1,1
48,139,138,1,-1
219,12,156,1,1
79,194,51,1,-1
41,73,26,1,-1
126,98,131,1,-1
33,95,243,1,-1
164,94,104,1,-1
67,116,113,1,-1
195,165,112,1,-1
159,186,237,1,-1
196,221,164,1,-1
20,142,229,1,-1
227,91,81,1,1
246,144,26,1,1
24,42,116,1,-1
83,147,20,1,-1
85,112,243,1,-1
88,126,154,1,-1
140,222,41,1,-1
103,42,240,1,-1
155,10,102,1,1
231,74,44,1,1
113,78,79,1,-1
8,94,128,1,-1
73,51,38,1,-1
170,4,125,1,1
158,50,243,1,-1
146,119,116,1,-1
25,170,59,1,-1
214,1,209,1,1
118,129,203,1,-1
14,251,182,1,-1
132,156,132,1,-1
171,59,2,1,1
191,31,240,1,-1
204,177,89,1,-1
80,238,200,1,-1
128,66,14,1,1
251,237,181,1,-1
241,198,61,1,-1
235,241,122,1,-1
30,14,106,1,-1
176,46,174,1,-1
212,163,101,1,-1
202,233,170,1,-1
76,8,23,1,1
207,198,224,1,-1
141,136,206,1,-1
86,120,139,1,-1
41,232,251,1,-1
132,210,244,1,-1
156,195,10,1,-1
161,29,254,1,-1
190,215,204,1,-1
206,193,57,1,-1
204,117,63,1,1
118,115,91,1,-1
100,156,39,1,-1
251,186,27,1,1
18,242,88,1,-1
117,119,209,1,-1
78,174,94,1,-1
162,215,236,1,-1
13,26,49,1,-1
96,26,48,1,1
91,136,207,1,-1
40,82,137,1,-1
236,15,171,1,1
28,126,134,1,-1
48,224,208,1,-1
91,59,226,1,-1
145,106,128,1,-1
7,217,134,1,-1
79,51,192,1,-1
91,198,228,1,-1
236,42,186,1,1
52,100,154,1,-1
169,63,159,1,-1
25,191,166,1,-1
8,135,192,1,-1
19,118,203,1,-1
35,137,228,1,-1
106,178,237,1,-1
196,98,89,1,1
151,158,7,1,-1
57,101,202,1,-1
149,108,236,1,-1
23,13,242,1,-1
46,76,214,1,-1
249,82,222,1,-1
97,164,49,1,-1
92,109,91,1,-1
32,94,30,1,-1
90,114,155,1,-1
130,112,141,1,-1
128,26,173,1,-1
42,69,10,1,-1
247,124,149,1,-1
38,211,207,1,-1
227,171,60,1,-1
190,94,167,1,-1
225,35,185,1,1
11,229,136,1,-1
247,235,162,1,-1
150,32,246,1,-1
38,188,5,1,-1
78,219,57,1,-1
34,34,171,1,-1
24,102,152,1,-1
156,242,61,1,-1
136,50,141,1,-1
76,239,197,1,-1
133,98,187,1,-1
196,115,68,1,1
190,74,158,1,-1
246,151,166,1,-1
26,30,208,1,-1
73,34,146,1,-1
99,32,19,1,1
247,159,96,1,-1
79,43,18,1,1
67,7,4,1,1
176,129,55,1,-1
58,120,169,1,-1
235,213,221,1,-1
163,52,24,1,1
134,127,11,1,-1
254,9,89,1,1
198,42,28,1,1
65,240,159,1,-1
175,168,222,1,-1
60,104,2,1,-1
251,37,197,1,1
4,8,243,1,-1
96,109,230,1,-1
102,88,245,1,-1
105,93,1,1,1
46,19,44,1,-1
149,169,212,1,-1
235,206,193,1,-1
175,171,176,1,-1
20,144,213,1,-1
240,64,152,1,1
100,234,51,1,-1
171,189,194,1,-1
78,135,60,1,-1
95,114,210,1,-1
171,48,132,1,-1
27,142,144,1,-1
60,148,111,1,-1
28,188,41,1,-1
217,250,234,1,-1
39,167,130,1,-1
84,90,219,1,-1
161,45,73,1,1
160,169,251,1,-1
112,252,91,1,-1
215,90,88,1,1
139,153,122,1,-1
225,113,5,1,1
170,250,43,1,-1
84,208,248,1,-1
201,12,186,1,1
103,146,151,1,-1
181,31,153,1,-1
154,60,104,1,-1
231,60,237,1,-1
117,89,22,1,1
205,251,204,1,-1
24,53,243,1,-1
17,207,58,1,-1
112,121,21,1,-1
165,1,23,1,1
246,221,138,1,-1
226,166,31,1,1
191,76,193,1,-1
116,30,59,1,1
62,220,244,1,-1
136,233,117,1,-1
86,60,132,1,-1
205,85,123,1,-1
71,209,0,1,-1
20,158,137,1,-1
62,234,53,1,-1
18,240,250,1,-1
86,207,127,1,-1
68,147,116,1,-1
2,195,79,1,-1
55,69,143,1,-1
190,100,143,1,-1
31,86,137,1,-1
133,6,170,1,-1
11,176,121,1,-1
37,189,204,1,-1
37,189,239,1,-1
248,173,65,1,1
160,78,116,1,-1
125,118,101,1,-1
93,1,244,1,-1
99,202,122,1,-1
61,219,30,1,-1
23,160,114,1,-1
205,111,176,1,-1
63,186,229,1,-1
221,79,178,1,-1
130,141,224,1,-1
116,217,230,1,-1
11,63,110,1,-1
99,5,140,1,-1
127,39,16,1,1
210,23,132,1,1
6,189,181,1,-1
25,71,215,1,-1
105,247,247,1,-1
1,76,142,1,-1
29,73,200,1,-1
30,4,4,1,1
87,174,173,1,-1
251,108,132,1,1
0,253,119,1,-1
153,30,123,1,-1
128,215,99,1,-1
150,84,76,1,-1
17,226,36,1,-1
117,50,136,1,-1
230,130,229,1,-1
87,92,211,1,-1
81,11,184,1,-1
145,87,35,1,1
239,129,132,1,-1
81,92,97,1,-1
41,52,19,1,-1
211,210,33,1,-1
150,17,161,1,-1
207,99,174,1,-1
46,62,98,1,-1
186,224,9,1,-1
185,89,158,1,-1
87,156,5,1,-1
104,29,213,1,-1
245,238,67,1,-1
111,30,8,1,1
85,209,8,1,-1
151,156,45,1,-1
96,141,235,1,-1
56,52,8,1,-1
178,166,75,1,-1
25,140,38,1,-1
8,250,65,1,-1
51,18,202,1,-1
77,91,176,1,-1
59,230,233,1,-1
111,89,189,1,-1
105,21,0,1,1
234,20,58,1,1
40,40,111,1,-1
142,159,49,1,-1
36,83,172,1,-1
235,166,48,1,1
182,7,30,1,1
39,97,160,1,-1
43,68,98,1,-1
178,234,65,1,-1
60,160,220,1,-1
77,111,225,1,-1
176,70,225,1,-1
153,23,180,1,-1
149,183,82,1,-1
14,229,61,1,-1
180,2,96,1,1
63,211,26,1,-1
124,88,38,1,-1
89,200,56,1,-1
30,14,58,1,-1
224,112,208,1,-1
95,53,134,1,-1
161,110,73,1,-1
210,100,48,1,1
108,187,159,1,-1
155,196,79,1,-1
67,194,244,1,-1
63,52,180,1,-1
142,204,0,1,-1
90,237,174,1,-1
83,150,117,1,-1
125,95,213,1,-1
247,148,113,1,-1
39,160,239,1,-1
178,92,32,1,1
87,40,70,1,-1
84,121,104,1,-1
57,35,7,1,1
157,107,228,1,-1
183,229,4,1,-1
96,83,181,1,-1
135,228,196,1,-1
227,236,237,1,-1
21,168,0,1,-1
236,61,224,1,-1
245,188,133,1,-1
115,111,2,1,1
90,93,203,1,-1
26,38,43,1,-1
83,209,76,1,-1
43,24,76,1,-1
7,244,159,1,-1
116,236,219,1,-1
218,127,86,1,1
0,91,98,1,-1
180,226,191,1,-1
228,45,81,1,1
245,36,88,1,1
17,209,162,1,-1
46,81,115,1,-1
225,40,5,1,1
250,232,33,1,-1
45,193,93,1,-1
11,208,246,1,-1
232,43,3,1,1
6,207,74,1,-1
87,197,12,1,-1
201,65,61,1,1
102,146,97,1,-1
253,223,107,1,-1
32,100,161,1,-1
30,114,1,1,-1
5,12,208,1,-1
144,160,125,1,-1
14,173,120,1,-1
203,80,123,1,-1
90,222,186,1,-1
27,196,108,1,-1
246,113,243,1,-1
7,199,163,1,-1
131,119,244,1,-1
146,56,139,1,-1
84,179,11,1,-1
109,33,98,1,-1
77,144,163,1,-1
159,97,93,1,-1
17,129,18,1,-1
36,24,244,1,-1
137,190,34,1,-1
172,243,136,1,-1
168,229,203,1,-1
93,174,46,1,-1
24,193,97,1,-1
136,109,61,1,-1
239,138,208,1,-1
95,157,208,1,-1
135,221,29,1,-1
125,251,171,1,-1
18,42,2,1,-1
197,10,129,1,1
224,102,32,1,1
192,76,84,1,1
64,129,225,1,-1
233,69,13,1,1
151,148,31,1,-1
93,79,27,1,-1
77,157,230,1,-1
80,99,90,1,-1
115,226,87,1,-1
242,52,33,1,1
229,247,251,1,-1
136,98,165,1,-1
43,1,15,1,1
252,129,58,1,1
80,249,120,1,-1
141,39,250,1,-1
156,206,133,1,-1
215,3,206,1,1
127,153,12,1,-1
7,247,158,1,-1
221,68,142,1,1
207,7,192,1,1
253,154,143,1,-1
94,66,102,1,-1
81,222,150,1,-1
169,185,249,1,-1
254,84,226,1,-1
125,81,213,1,-1
38,134,20,1,-1
121,192,64,1,-1
104,155,163,1,-1
125,14,87,1,1
69,40,118,1,-1
113,251,33,1,-1
107,113,72,1,-1
128,112,95,1,-1
30,69,215,1,-1
127,242,170,1,-1
50,227,176,1,-1
197,242,76,1,-1
173,29,188,1,-1
220,232,117,1,-1
26,195,129,1,-1
84,158,15,1,-1
113,174,199,1,-1
75,84,201,1,-1
35,162,236,1,-1
126,48,236,1,-1
200,39,114,1,1
196,205,41,1,-1
174,87,212,1,-1
176,48,55,1,1
123,180,222,1,-1
79,131,20,1,-1
176,171,109,1,-1
171,25,182,1,-1
158,1,62,1,1
130,190,31,1,-1
4,228,43,1,-1
26,218,244,1,-1
27,241,241,1,-1
167,222,235,1,-1
250,212,228,1,-1
133,74,209,1,-1
139,63,191,1,-1
27,245,58,1,-1
213,190,30,1,-1
41,83,188,1,-1
92,93,74,1,-1
174,142,71,1,-1
57,15,235,1,-1
198,72,79,1,1
235,106,160,1,-1
201,124,251,1,-1
103,16,220,1,-1
77,133,143,1,-1
195,57,15,1,1
81,203,44,1,-1
201,254,253,1,-1
64,200,135,1,-1
115,164,209,1,-1
135,17,205,1,-1
230,132,72,1,1
36,168,59,1,-1
3,5,163,1,-1
144,148,203,1,-1
190,174,7,1,1
70,176,140,1,-1
166,149,132,1,-1
55,154,95,1,-1
41,103,139,1,-1
170,58,144,1,-1
48,186,9,1,-1
118,221,44,1,-1
251,132,79,1,1
230,2,147,1,1
107,44,116,1,-1
213,216,45,1,-1
141,218,47,1,-1
169,223,86,1,-1
175,251,239,1,-1
249,12,238,1,-1
239,156,31,1,1
208,157,65,1,-1
6,228,76,1,-1
212,65,203,1,-1
148,125,42,1,-1
225,0,149,1,1
247,55,184,1,1
51,68,118,1,-1
143,131,181,1,-1
65,57,182,1,-1
123,210,214,1,-1
162,143,82,1,-1
155,131,128,1,-1
10,77,115,1,-1
202,72,144,1,-1
157,2,45,1,1
71,34,108,1,-1
29,10,96,1,-1
229,254,119,1,-1
194,183,11,1,-1
6,202,208,1,-1
112,250,184,1,-1
5,24,86,1,-1
111,254,28,1,-1
196,19,211,1,-1
70,223,189,1,-1
12,157,187,1,-1
229,251,148,1,-1
42,237,169,1,-1
171,93,126,1,-1
250,70,102,1,1
167,158,82,1,-1
252,228,127,1,-1
189,9,223,1,-1
245,5,78,1,1
120,18,23,1,1
236,161,128,1,-1
185,213,90,1,-1
133,40,28,1,1
198,144,173,1,-1
185,235,113,1,-1
142,219,24,1,-1
116,126,236,1,-1
31,251,185,1,-1
28,207,228,1,-1
57,235,113,1,-1
234,110,17,1,1
190,57,94,1,1
199,193,191,1,-1
31,254,27,1,-1
67,168,172,1,-1
123,236,4,1,-1
183,90,180,1,-1
244,48,25,1,1
206,123,22,1,1
3,216,45,1,-1
65,102,202,1,-1
98,76,220,1,-1
147,150,213,1,-1
42,152,157,1,-1
197,184,67,1,-1
151,5,153,1,-1
172,201,21,1,-1
130,242,81,1,-1
168,75,38,1,1
194,49,6,1,1
227,142,134,1,-1
224,244,20,1,-1
170,68,120,1,-1
230,116,5,1,1
64,204,124,1,-1
186,238,42,1,-1
24,197,32,1,-1
129,181,79,1,-1
97,185,141,1,-1
143,170,104,1,-1
49,105,121,1,-1
9,173,201,1,-1
194,177,138,1,-1
104,176,192,1,-1
9,237,118,1,-1
149,42,26,1,1
83,111,207,1,-1
30,165,211,1,-1
130,104,219,1,-1
46,239,105,1,-1
67,202,16,1,-1
92,97,210,1,-1
150,115,130,1,-1
72,107,175,1,-1
121,136,247,1,-1
223,158,215,1,-1
230,239,4,1,-1
35,131,34,1,-1
240,250,143,1,-1
189,210,103,1,-1
30,166,99,1,-1
161,121,188,1,-1
114,46,39,1,1
187,183,207,1,-1
155,163,195,1,-1
147,42,94,1,1
5,98,196,1,-1
241,7,176,1,1
217,43,149,1,1
254,82,63,1,1
65,157,27,1,-1
88,134,92,1,-1
106,151,144,1,-1
58,235,73,1,-1
245,249,13,1,-1
223,35,111,1,1
190,141,150,1,-1
2,192,209,1,-1
191,96,187,1,-1
93,65,210,1,-1
211,78,128,1,1
196,67,137,1,-1
5,2,218,1,-1
53,18,129,1,-1
34,98,111,1,-1
14,228,23,1,-1
64,183,175,1,-1
247,205,219,1,-1
54,234,218,1,-1
182,91,70,1,1
45,126,179,1,-1
180,190,158,1,-1
215,163,232,1,-1
59,188,159,1,-1
81,28,244,1,-1
22,175,155,1,-1
139,208,224,1,-1
38,194,154,1,-1
160,105,202,1,-1
112,252,208,1,-1
129,127,223,1,-1
129,71,17,1,1
214,54,57,1,1
204,93,209,1,-1
229,218,54,1,-1
21,112,10,1,-1
231,254,221,1,-1
7,97,153,1,-1
122,115,54,1,-1
183,113,6,1,1
246,55,209,1,-1
97,85,61,1,-1
100,14,0,1,1
181,187,85,1,-1
155,139,147,1,-1
13,58,157,1,-1
225,242,31,1,-1
232,82,0,1,1
68,115,211,1,-1
